PODATE,POTYPE,WP,CUSTNAME,PONO,ITEMNO,MATNO,MATNAME,POQTY,DELIVERYDATE,DEVERYQTY,Delivery Status
2021.03.12,OR10,DB10,?欖澕?缄磻?办梾,1748558,80,1000886,ILBAN B 72 INCH ??20,2021.03.12,20,?╉拡?勲,
2021.03.12,OR10,DB40,???欖澕,1748580,10,1000886,ILBAN B 72 INCH ??23,2021.03.12,23,?╉拡?勲,
2021.03.12,OR10,DB20,?�?滊波??1748681,680,1000886,ILBAN B 72 INCH ??20,2021.03.12,20,?╉拡?勲,,
2021.03.15,OR10,DB40,???欖澕,1749130,20,1000886,ILBAN B 72 INCH ??12,2021.03.15,12,?╉拡?勲,
2021.03.15,OR10,DB40,???欖澕,1749227,90,1000886,ILBAN B 72 INCH ??10,2021.03.15,10,?╉拡?勲,
2021.03.15,OR10,DB40,???欖澕,1749234,90,1000886,ILBAN B 72 INCH ??10,2021.03.15,10,?╉拡?勲,
2021.03.15,OR10,DB40,???欖澕,1749298,10,1000886,ILBAN B 72 INCH ??6,2021.03.15,6,?╉拡?勲,
2021.03.15,OR10,DB10,?欖澕氩姼?侅偓,1749334,10,1000886,ILBAN B 72 INCH ??10,2021.03.15,10,?╉拡?勲,
2021.03.15,OR10,DB20,?�?滊波??1749345,50,1000886,ILBAN B 72 INCH ??10,2021.03.15,10,?╉拡?勲,,
2021.03.15,OR10,DB40,?欖澕?奠儊,1749355,200,1000886,ILBAN B 72 INCH ??5,2021.03.15,5,?╉拡?勲,
2021.03.15,OR10,DB40,?侂偍旮瓣硠?侅偓,1749361,10,1000886,ILBAN B 72 INCH ??10,2021.03.15,10,?╉拡?勲,
2021.03.16,OR10,DB40,?欖澕膦呿暕?岉伂,1749528,50,1000886,ILBAN B 72 INCH ??10,2021.03.16,10,?╉拡?勲,
2021.03.16,OR10,DB10,?欖澕?缄磻?办梾,1749598,70,1000886,ILBAN B 72 INCH ??20,2021.03.16,20,?╉拡?勲,
2021.03.16,OR10,DB40,???欖澕,1749704,230,1000886,ILBAN B 72 INCH ??5,2021.03.16,5,?╉拡?勲,
2021.03.16,OR10,DB20,?滌劚?侁车(欤?,1749728,60,1000886,ILBAN B 72 INCH ??6,2021.03.16,6,?╉拡?勲,
2021.03.16,OR10,DB20,(欤??柬潵?曤??旐暀,1749798,10,1000886,ILBAN B 72 INCH ??2,2021.03.16,2,?╉拡?勲,
2021.03.16,OR10,DB40,?欖澕?奠儊,1749805,40,1000886,ILBAN B 72 INCH ??20,2021.03.16,20,?╉拡?勲,
2021.03.16,OR30,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1749806,90,1000886,ILBAN B 72 INCH ??20,2021.03.16,20,?╉拡?勲,
2021.03.16,OR10,DB40,?欖澕氩姼??1749816,80,1000886,ILBAN B 72 INCH ??40,2021.03.16,40,?╉拡?勲,,
2021.03.16,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1749824,20,1000886,ILBAN B 72 INCH ??4,2021.03.16,4,?╉拡?勲,
2021.03.16,OR10,DB10,?欖澕氩姼(?勳＜),1749836,40,1000886,ILBAN B 72 INCH ??10,2021.03.16,10,?╉拡?勲,
2021.03.16,OR10,DB20,?滍暅?燫&B,1749882,40,1000886,ILBAN B 72 INCH ??6,2021.03.16,6,?╉拡?勲,
2021.03.16,OR10,DB40,?欖澕氩姼??1749884,20,1000886,ILBAN B 72 INCH ??20,2021.03.16,20,?╉拡?勲,,
2021.03.16,OR10,DB20,歆勴潵?侅偓,1749886,20,1000886,ILBAN B 72 INCH ??20,2021.03.16,20,?╉拡?勲,
2021.03.16,OR10,DB20,(欤??柬潵?曤??旐暀,1749890,10,1000886,ILBAN B 72 INCH ??50,2021.03.16,50,?╉拡?勲,
2021.03.16,OR10,DB40,?欖澕氩姼??1749933,70,1000886,ILBAN B 72 INCH ??10,2021.03.16,10,?╉拡?勲,,
2021.03.16,OR10,DB40,?欖澕?奠儊,1749939,100,1000886,ILBAN B 72 INCH ??8,2021.03.16,8,?╉拡?勲,
2021.03.16,OR10,DB10,欤检嫕?岇偓 ?欖枒?岇暏牍?1750015,10,1000886,ILBAN B 72 INCH ??3,2021.03.16,3,?╉拡?勲,,
2021.03.16,OR10,DB10,?欖澕?缄磻?办梾,1750044,100,1000886,ILBAN B 72 INCH ??20,2021.03.16,20,?╉拡?勲,
2021.03.16,OR10,DB40,???欖澕,1750050,60,1000886,ILBAN B 72 INCH ??12,2021.03.16,12,?╉拡?勲,
2021.03.17,OR10,DB10,欤检嫕?岇偓 ?欖澕氩姼,1750068,910,1000886,ILBAN B 72 INCH ??100,2021.03.17,100,?╉拡?勲,
2021.03.17,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1750232,140,1000886,ILBAN B 72 INCH ??6,2021.03.17,6,?╉拡?勲,
2021.03.17,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1750245,270,1000886,ILBAN B 72 INCH ??20,2021.03.17,20,?╉拡?勲,,
2021.03.17,OR10,DB40,?欖澕氩姼??1750249,70,1000886,ILBAN B 72 INCH ??4,2021.03.17,4,?╉拡?勲,,
2021.03.17,OR10,DB20,?滌嫚?レ晫?ろ厡??1750297,40,1000886,ILBAN B 72 INCH ??4,2021.03.17,4,?╉拡?勲,,
2021.03.17,OR10,DB20,?滌嫚?レ晫?ろ厡??1750304,10,1000886,ILBAN B 72 INCH ??3,2021.03.17,3,?╉拡?勲,,
2021.03.17,OR10,DB40,?欖澕氩姼??1750335,70,1000886,ILBAN B 72 INCH ??20,2021.03.17,20,?╉拡?勲,,
2021.03.17,OR10,DB40,?欖澕氩姼??1750371,220,1000886,ILBAN B 72 INCH ??5,2021.03.17,5,?╉拡?勲,,
2021.03.18,OR10,DB40,?欖澕?橃?旖橂矤?措波??1750704,10,1000886,ILBAN B 72 INCH ??5,2021.03.18,5,?╉拡?勲,,
2021.03.18,OR10,DB10,?欖澕氩姼(?胳偘),1750835,20,1000886,ILBAN B 72 INCH ??10,2021.03.18,10,?╉拡?勲,
2021.03.18,OR10,DB40,?欖澕氩姼??1750955,90,1000886,ILBAN B 72 INCH ??40,2021.03.18,40,?╉拡?勲,,
2021.03.19,OR30,DB20,?滌榿?办梾??1751291,50,1000886,ILBAN B 72 INCH ??20,2021.03.19,20,?╉拡?勲,,
2021.03.19,OR10,DB20,?滉父?办梾,1751292,130,1000886,ILBAN B 72 INCH ??20,2021.03.19,20,?╉拡?勲,
2021.03.19,OR10,DB40,?欖澕膦呿暕?岉伂,1751382,10,1000886,ILBAN B 72 INCH ??9,2021.03.19,9,?╉拡?勲,
2021.03.19,OR10,DB40,?欖澕氩姼??1751436,110,1000886,ILBAN B 72 INCH ??40,2021.03.19,40,?╉拡?勲,,
2021.03.19,OR30,DB20,?胳檿?办梾,1751493,110,1000886,ILBAN B 72 INCH ??20,2021.03.19,20,?╉拡?勲,
2021.03.20,OR10,DB20,?リ淡膦呿暕?侁车??1751542,30,1000886,ILBAN B 72 INCH ??5,2021.03.20,5,?╉拡?勲,,
2021.03.22,OR30,DB20,欤检嫕?岇偓 ?彪炒?办梾??1751590,50,1000886,ILBAN B 72 INCH ??20,2021.03.22,20,?╉拡?勲,,
2021.03.22,OR10,DB20,觳滌晥?欖澕氩姼,1751653,40,1000886,ILBAN B 72 INCH ??20,2021.03.22,20,?╉拡?勲,
2021.03.22,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1751834,30,1000886,ILBAN B 72 INCH ??4,2021.03.22,4,?╉拡?勲,
2021.03.22,OR10,DB20,?滌劚?侁车(欤?,1751850,80,1000886,ILBAN B 72 INCH ??2,2021.03.22,2,?╉拡?勲,
2021.03.22,OR10,DB20,?滌嫚?レ晫?ろ厡??1751882,20,1000886,ILBAN B 72 INCH ??4,2021.03.22,4,?╉拡?勲,,
2021.03.22,OR10,DB40,?欖澕氩姼??1751888,30,1000886,ILBAN B 72 INCH ??5,2021.03.22,5,?╉拡?勲,,
2021.03.22,OR10,DB40,???欖澕,1751945,120,1000886,ILBAN B 72 INCH ??5,2021.03.22,5,?╉拡?勲,
2021.03.23,OR30,DB20,?滌嫚?レ晫?ろ厡??1752105,30,1000886,ILBAN B 72 INCH ??20,2021.03.23,20,?╉拡?勲,,
2021.03.23,OR10,DB10,?膘毎?侅偓,1752157,110,1000886,ILBAN B 72 INCH ??60,2021.03.23,60,?╉拡?勲,
2021.03.23,OR10,DB10,?欖澕膦呿暕?侅偓(甑办偘),1752233,20,1000886,ILBAN B 72 INCH ??20,2021.03.23,20,?╉拡?勲,
2021.03.23,OR10,DB40,???欖澕,1752267,10,1000886,ILBAN B 72 INCH ??40,2021.03.23,40,?╉拡?勲,
2021.03.23,OR10,DB40,?欖澕?奠儊,1752295,80,1000886,ILBAN B 72 INCH ??15,2021.03.23,15,?╉拡?勲,
2021.03.23,OR10,DB40,?欖澕?橃?旖橂矤?措波??1752324,20,1000886,ILBAN B 72 INCH ??10,2021.03.23,10,?╉拡?勲,,
2021.03.23,OR10,DB20,?滉父?办梾,1752326,80,1000886,ILBAN B 72 INCH ??20,2021.03.23,20,?╉拡?勲,
2021.03.24,OR10,DB10,?欖澕膦呿暕?办梾,1752721,40,1000886,ILBAN B 72 INCH ??5,2021.03.24,5,?╉拡?勲,
2021.03.24,OR10,DB10,?膘毎?侅偓,1752817,810,1000886,ILBAN B 72 INCH ??20,2021.03.24,20,?╉拡?勲,
2021.03.24,OR10,CS40,?欖澕?办梾(?滌矞),1752905,60,1000886,ILBAN B 72 INCH ??8,2021.03.24,8,?╉拡?勲,
2021.03.24,OR10,DB40,?欖澕膦呿暕?岉伂,1753051,30,1000886,ILBAN B 72 INCH ??10,2021.03.24,10,?╉拡?勲,
2021.03.25,OR10,DB20,(欤?臁办澕?侁车,1753145,40,1000886,ILBAN B 72 INCH ??60,2021.03.25,60,?╉拡?勲,
2021.03.25,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1753293,10,1000886,ILBAN B 72 INCH ??40,2021.03.25,40,?╉拡?勲,,
2021.03.25,OR10,DB20,?滌劚?侁车(欤?,1753314,30,1000886,ILBAN B 72 INCH ??3,2021.03.25,3,?╉拡?勲,
2021.03.25,OR30,DB20,?旍劚氍检偘,1753556,30,1000886,ILBAN B 72 INCH ??20,2021.03.25,20,?╉拡?勲,
2021.03.26,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1753686,20,1000886,ILBAN B 72 INCH ??3,2021.03.26,3,?╉拡?勲,
2021.03.26,OR10,DB40,?欖澕?奠儊,1753704,30,1000886,ILBAN B 72 INCH ??40,2021.03.26,40,?╉拡?勲,
2021.03.26,OR10,DB40,?欖澕氩姼??1753728,50,1000886,ILBAN B 72 INCH ??10,2021.03.26,10,?╉拡?勲,,
2021.03.26,OR30,DB20,?旍劚氍检偘,1753765,20,1000886,ILBAN B 72 INCH ??10,2021.03.26,10,?╉拡?勲,
2021.03.26,OR30,DB20,?滉父?办梾,1753776,100,1000886,ILBAN B 72 INCH ??40,2021.03.26,40,?╉拡?勲,
2021.03.26,OR10,DB40,?欖澕氩姼??1753799,140,1000886,ILBAN B 72 INCH ??5,2021.03.26,5,?╉拡?勲,,
2021.03.26,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1753869,380,1000886,ILBAN B 72 INCH ??6,2021.03.26,6,?╉拡?勲,
2021.03.26,OR10,DB40,?欖澕氩姼??1753883,180,1000886,ILBAN B 72 INCH ??40,2021.03.26,40,?╉拡?勲,,
2021.03.29,OR10,DB20,?滌劚?侁车(欤?,1754173,10,1000886,ILBAN B 72 INCH ??4,2021.03.29,4,?╉拡?勲,
2021.03.30,EX10,OS40,"DRB AMERICA, INC.",1754517,1870,1005960,ILBAN B 72 INCH OHS EX,63,2021.06.11,63,?╉拡?勲
2021.03.30,OR10,DB10,欤检嫕?岇偓 ?岉寣,1754643,120,1000886,ILBAN B 72 INCH ??4,2021.03.30,4,?╉拡?勲,
2021.03.30,OR10,DB10,?膘毎?侅偓,1754707,40,1000886,ILBAN B 72 INCH ??10,2021.03.30,10,?╉拡?勲,
2021.03.30,OR10,DB20,(欤??柬潵?曤??旐暀,1754761,10,1000886,ILBAN B 72 INCH ??6,2021.03.30,6,?╉拡?勲,
2021.03.30,OR10,DB20,欤检嫕?岇偓 ?欖澕?鸽崝?ろ姼毽?1754941,220,1000886,ILBAN B 72 INCH ??20,2021.03.30,20,?╉拡?勲,,
2021.03.31,OR10,DB40,???欖澕,1755051,40,1000886,ILBAN B 72 INCH ??6,2021.03.31,6,?╉拡?勲,
2021.03.31,OR10,DB10,?膘毎?侅偓,1755223,310,1000886,ILBAN B 72 INCH ??10,2021.03.31,10,?╉拡?勲,
2021.03.31,OR10,DB20,?滌嫚?レ晫?ろ厡??1755279,20,1000886,ILBAN B 72 INCH ??5,2021.03.31,5,?╉拡?勲,,
2021.03.31,OR30,DB20,瓯办劚?办梾,1755313,20,1000886,ILBAN B 72 INCH ??20,2021.03.31,20,?╉拡?勲,
2021.03.31,OR10,DB10,?欖澕?缄磻?办梾,1755407,320,1000886,ILBAN B 72 INCH ??20,2021.03.31,20,?╉拡?勲,
2021.04.01,OR10,DB40,?欖澕?奠儊,1755476,550,1000886,ILBAN B 72 INCH ??40,2021.04.01,40,?╉拡?勲,
2021.04.01,OR10,DB40,?欖澕氩姼??1755520,240,1000886,ILBAN B 72 INCH ??40,2021.04.01,40,?╉拡?勲,,
2021.04.01,OR30,DB20,?リ淡膦呿暕?侁车??1755576,10,1000886,ILBAN B 72 INCH ??20,2021.04.01,20,?╉拡?勲,,
2021.04.01,OR10,DB10,?犾澕?侅偓,1755613,10,1000886,ILBAN B 72 INCH ??20,2021.04.01,20,?╉拡?勲,
2021.04.01,OR10,DB10,?膘毎?侅偓,1755659,310,1000886,ILBAN B 72 INCH ??5,2021.04.01,5,?╉拡?勲,
2021.04.01,OR30,DB20,(欤??柬潵?曤??旐暀,1756001,10,1000886,ILBAN B 72 INCH ??20,2021.04.01,20,?╉拡?勲,
2021.04.02,OR10,DB10,?欖澕膦呿暕?侅偓,1756056,30,1000886,ILBAN B 72 INCH ??20,2021.04.02,20,?╉拡?勲,
2021.04.02,OR10,DB10,?滉淡氩姼?办梾旮瓣硠,1756098,60,1000886,ILBAN B 72 INCH ??10,2021.04.02,10,?╉拡?勲,
2021.04.02,OR90,DB10,?欖澕?侁车??1756172,170,1000886,ILBAN B 72 INCH ??20,2021.03.31,20,?╉拡?勲,,
2021.04.02,OR10,DB20,(欤??柬潵?曤??旐暀,1756192,100,1000886,ILBAN B 72 INCH ??30,2021.04.02,30,?╉拡?勲,
2021.04.02,OR10,DB40,???欖澕,1756327,70,1000886,ILBAN B 72 INCH ??10,2021.04.02,10,?╉拡?勲,
2021.04.02,OR10,DB40,?欖澕氩姼??1756352,100,1000886,ILBAN B 72 INCH ??20,2021.04.02,20,?╉拡?勲,,
2021.04.03,OR30,DB20,?欖澕氩姼?办梾 欤检嫕?岇偓,1756458,110,1000886,ILBAN B 72 INCH ??40,2021.04.03,40,?╉拡?勲,
2021.04.05,OR10,DB10,?欖澕膦呿暕氍检偘,1756479,70,1000886,ILBAN B 72 INCH ??20,2021.04.05,20,?╉拡?勲,
2021.04.05,OR10,DB40,???欖澕,1756690,50,1000886,ILBAN B 72 INCH ??10,2021.04.05,10,?╉拡?勲,
2021.04.05,OR10,DB20,欤检嫕?岇偓 ?彪炒?办梾??1756732,10,1000886,ILBAN B 72 INCH ??20,2021.04.05,20,?╉拡?勲,,
2021.04.06,OR10,DB10,?膘毎?侅偓,1757095,200,1000886,ILBAN B 72 INCH ??20,2021.04.06,20,?╉拡?勲,
2021.04.06,OR30,DB20,?滌榿?办梾??1757179,20,1000886,ILBAN B 72 INCH ??20,2021.04.06,20,?╉拡?勲,,
2021.04.06,OR10,DB10,?欖澕氩姼(甏戩＜),1757228,80,1000886,ILBAN B 72 INCH ??40,2021.04.06,40,?╉拡?勲,
2021.04.06,OR10,DB20,(欤? ?犿潵?措Μ?岉伂,1757233,20,1000886,ILBAN B 72 INCH ??4,2021.04.06,4,?╉拡?勲,
2021.04.06,OR10,DB20,旖旊Μ?勲波??欤检嫕?岇偓,1757278,70,1000886,ILBAN B 72 INCH ??2,2021.04.06,2,?╉拡?勲,
2021.04.06,OR10,DB20,欤检嫕?岇偓 ?彪炒?办梾??1757304,10,1000886,ILBAN B 72 INCH ??20,2021.04.06,20,?╉拡?勲,,
2021.04.06,OR10,DB40,?欖澕?橃?旖橂矤?措波??1757309,90,1000886,ILBAN B 72 INCH ??5,2021.04.06,5,?╉拡?勲,,
2021.04.06,OR10,DB40,?欖澕?奠儊,1757349,260,1000886,ILBAN B 72 INCH ??20,2021.04.06,20,?╉拡?勲,
2021.04.06,OR10,DB10,欤检嫕?岇偓 歆勳劚?旍??堨柎毵?1757353,20,1000886,ILBAN B 72 INCH ??20,2021.04.06,20,?╉拡?勲,,
2021.04.06,OR30,DB20,?滌嫚?レ晫?ろ厡??1757395,90,1000886,ILBAN B 72 INCH ??20,2021.04.06,20,?╉拡?勲,,
2021.04.06,OR10,DB10,?欖澕?缄磻?办梾,1757453,200,1000886,ILBAN B 72 INCH ??20,2021.04.06,20,?╉拡?勲,
2021.04.07,OR10,DB40,???欖澕,1757650,20,1000886,ILBAN B 72 INCH ??4,2021.04.07,4,?╉拡?勲,
2021.04.07,OR30,DB20,?滌榿?办梾??1757668,50,1000886,ILBAN B 72 INCH ??20,2021.04.07,20,?╉拡?勲,,
2021.04.07,OR10,DB20,?滉父?办梾,1757670,70,1000886,ILBAN B 72 INCH ??20,2021.04.07,20,?╉拡?勲,
2021.04.07,OR10,DB40,???欖澕,1757736,110,1000886,ILBAN B 72 INCH ??30,2021.04.07,30,?╉拡?勲,
2021.04.07,OR10,DB40,?欖澕?奠儊,1757751,120,1000886,ILBAN B 72 INCH ??20,2021.04.07,20,?╉拡?勲,
2021.04.07,OR10,DB40,?欖澕?奠儊,1757804,30,1000886,ILBAN B 72 INCH ??20,2021.04.07,20,?╉拡?勲,
2021.04.07,OR10,DB10,?膘毎?侅偓,1757814,120,1000886,ILBAN B 72 INCH ??20,2021.04.07,20,?╉拡?勲,
2021.04.08,OR10,DB40,???欖澕,1757983,40,1000886,ILBAN B 72 INCH ??2,2021.04.08,2,?╉拡?勲,
2021.04.08,OR30,DB20,?胳檿?办梾,1757984,60,1000886,ILBAN B 72 INCH ??20,2021.04.08,20,?╉拡?勲,
2021.04.08,OR10,DB10,?欖澕氩姼(?胳偘),1757994,10,1000886,ILBAN B 72 INCH ??20,2021.04.08,20,?╉拡?勲,
2021.04.08,OR10,DB10,?滉淡氩姼?办梾旮瓣硠,1758052,10,1000886,ILBAN B 72 INCH ??20,2021.04.08,20,?╉拡?勲,
2021.04.08,OR10,DB10,?膘毎?侅偓,1758074,90,1000886,ILBAN B 72 INCH ??20,2021.04.08,20,?╉拡?勲,
2021.04.08,OR10,DB20,?滌嫚?レ晫?ろ厡??1758147,110,1000886,ILBAN B 72 INCH ??20,2021.04.08,20,?╉拡?勲,,
2021.04.08,OR10,DB20,?滉父?办梾,1758180,70,1000886,ILBAN B 72 INCH ??20,2021.04.08,20,?╉拡?勲,
2021.04.08,OR30,DB20,?滉父?办梾,1758195,10,1000886,ILBAN B 72 INCH ??20,2021.04.08,20,?╉拡?勲,
2021.04.08,OR90,DB20,(欤? ?犿潵?措Μ?岉伂,1758197,10,1000886,ILBAN B 72 INCH ??20,2021.04.08,20,?╉拡?勲,
2021.04.08,OR10,DB40,???欖澕,1758237,100,1000886,ILBAN B 72 INCH ??6,2021.04.08,6,?╉拡?勲,
2021.04.08,OR10,DB40,???欖澕,1758302,10,1000886,ILBAN B 72 INCH ??20,2021.04.08,20,?╉拡?勲,
2021.04.08,OR10,DB40,?欖澕氩姼??1758343,180,1000886,ILBAN B 72 INCH ??40,2021.04.08,40,?╉拡?勲,,
2021.04.08,OR10,DB20,?欖澕氩姼?办梾 欤检嫕?岇偓,1758348,30,1000886,ILBAN B 72 INCH ??5,2021.04.08,5,?╉拡?勲,
2021.04.09,OR10,DB10,?滉淡氩姼?办梾旮瓣硠,1758530,30,1000886,ILBAN B 72 INCH ??10,2021.04.09,10,?╉拡?勲,
2021.04.09,OR10,DB20,?�?滊波??1758577,80,1000886,ILBAN B 72 INCH ??20,2021.04.09,20,?╉拡?勲,,
2021.04.09,OR30,DB20,(欤? ?犿潵?措Μ?岉伂,1758723,10,1000886,ILBAN B 72 INCH ??20,2021.04.09,20,?╉拡?勲,
2021.04.09,OR10,DB20,(欤?臁办澕?侁车,1758764,80,1000886,ILBAN B 72 INCH ??40,2021.04.09,40,?╉拡?勲,
2021.04.09,OR10,DB20,?欖澕?办梾,1758773,180,1000886,ILBAN B 72 INCH ??20,2021.04.09,20,?╉拡?勲,
2021.04.09,OR10,DB40,?欖澕氩姼??1758786,160,1000886,ILBAN B 72 INCH ??40,2021.04.09,40,?╉拡?勲,,
2021.04.12,OR10,DB10,?膘毎?侅偓,1758955,360,1000886,ILBAN B 72 INCH ??100,2021.04.12,100,?╉拡?勲,
2021.04.12,OR10,DB10,?膘毎?侅偓,1759007,100,1000886,ILBAN B 72 INCH ??20,2021.04.12,20,?╉拡?勲,
2021.04.12,OR10,DB10,?欖澕氩姼(?胳偘),1759078,50,1000886,ILBAN B 72 INCH ??10,2021.04.12,10,?╉拡?勲,
2021.04.12,OR10,DB20,?�?滊波??1759096,160,1000886,ILBAN B 72 INCH ??10,2021.04.12,10,?╉拡?勲,,
2021.04.12,OR10,DB40,???欖澕,1759244,20,1000886,ILBAN B 72 INCH ??4,2021.04.12,4,?╉拡?勲,
2021.04.12,OR10,DB10,欤检嫕?岇偓 ?欖澕旖橂矤?挫偘??1759269,10,1000886,ILBAN B 72 INCH ??4,2021.04.12,4,?╉拡?勲,,
2021.04.12,OR30,DB20,欤检嫕?岇偓 ?彪炒?办梾??1759281,20,1000886,ILBAN B 72 INCH ??2,2021.04.12,2,?╉拡?勲,,
2021.04.12,OR10,DB40,?欖澕?奠儊,1759288,80,1000886,ILBAN B 72 INCH ??5,2021.04.12,5,?╉拡?勲,
2021.04.12,OR30,DB20,?滌嫚?レ晫?ろ厡??1759482,10,1000886,ILBAN B 72 INCH ??20,2021.04.12,20,?╉拡?勲,,
2021.04.13,OR10,DB20,?滌嫚?レ晫?ろ厡??1759812,20,1000886,ILBAN B 72 INCH ??16,2021.04.13,16,?╉拡?勲,,
2021.04.13,OR10,DB40,?欖澕氩姼??1759822,110,1000886,ILBAN B 72 INCH ??40,2021.04.13,40,?╉拡?勲,,
2021.04.13,OR10,DB40,?侂偍旮瓣硠?侅偓,1759860,60,1000886,ILBAN B 72 INCH ??20,2021.04.13,20,?╉拡?勲,
2021.04.13,EX10,OS10,FIRST INTERNATIONAL BUSINESS L.L.C.,1759979,1090,1005960,ILBAN B 72 INCH OHS EX,"1,192",2021.07.10,"1,192",?╉拡?勲
