OrderDate,SalesOrder,OrderType,SalesOffice,SPName,MaterialCode,ItemDescription,OrderQty
2018.01.02,1394543,OR30,DB20,동일벨트산업 주식회사,1000886,ILBAN B 72 INCH 내,60 
2018.01.02,1394579,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,10 
2018.01.02,1394611,OR10,DB20,신우기업,1000886,ILBAN B 72 INCH 내,2 
2018.01.02,1394676,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2018.01.03,1395012,OR10,DB10,동일종합상사,1000886,ILBAN B 72 INCH 내,20 
2018.01.03,1395069,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2018.01.03,1395078,OR10,DB30,흥진농기계,1000886,ILBAN B 72 INCH 내,20 
2018.01.03,1395228,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,60 
2018.01.03,1395233,OR10,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,10 
2018.01.03,1395356,OR30,DB20,한길산업,1000886,ILBAN B 72 INCH 내,10 
2018.01.04,1395442,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,40 
2018.01.04,1395692,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,5 
2018.01.05,1395926,OR10,DB30,동일산업,1000886,ILBAN B 72 INCH 내,20 
2018.01.05,1395933,OR30,DB20,태영산업사,1000886,ILBAN B 72 INCH 내,20 
2018.01.05,1396018,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,10 
2018.01.05,1396050,OR10,DB20,한길산업,1000886,ILBAN B 72 INCH 내,4 
2018.01.08,1396156,OR30,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,20 
2018.01.08,1396185,OR30,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,20 
2018.01.08,1396208,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.01.08,1396258,OR30,DB20,한길산업,1000886,ILBAN B 72 INCH 내,40 
2018.01.08,1396332,OR30,DB20,신우기업,1000886,ILBAN B 72 INCH 내,2 
2018.01.08,1396392,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,2 
2018.01.08,1396392,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,30 
2018.01.08,1396409,OR10,DB40,(주)대동,1000886,ILBAN B 72 INCH 내,300 
2018.01.08,1396456,OR30,DB20,한성상공(주),1000886,ILBAN B 72 INCH 내,10 
2018.01.08,1396520,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.01.09,1396624,OR10,DB30,동일벨트(광주),1000886,ILBAN B 72 INCH 내,60 
2018.01.10,1397110,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2018.01.10,1397125,OR10,DB40,영남기계상사,1000886,ILBAN B 72 INCH 내,20 
2018.01.10,1397179,OR30,DB20,흥진사,1000886,ILBAN B 72 INCH 내,20 
2018.01.11,1397484,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2018.01.11,1397555,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,40 
2018.01.12,1397699,OR10,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,2 
2018.01.15,1397962,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.01.15,1398084,OR30,DB20,범우통상,1000886,ILBAN B 72 INCH 내,20 
2018.01.15,1398104,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,5 
2018.01.15,1398164,OR10,CS40,한라시멘트주식회사,1000886,ILBAN B 72 INCH 내,10 
2018.01.15,1398196,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2018.01.15,1398280,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.01.16,1398463,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,2 
2018.01.16,1398517,OR10,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,4 
2018.01.16,1398528,OR10,DB40,동일벨트총판,1000886,ILBAN B 72 INCH 내,6 
2018.01.17,1398878,OR30,DB20,화성물산,1000886,ILBAN B 72 INCH 내,20 
2018.01.17,1398973,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2018.01.17,1399004,OR10,DB20,한길산업,1000886,ILBAN B 72 INCH 내,10 
2018.01.17,1399046,OR30,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,20 
2018.01.17,1399054,OR10,DB30,주식회사 동일벨트,1000886,ILBAN B 72 INCH 내,60 
2018.01.18,1399095,OR10,DB40,통영기계상사,1000886,ILBAN B 72 INCH 내,10 
2018.01.18,1399161,OR30,DB20,한길산업,1000886,ILBAN B 72 INCH 내,40 
2018.01.18,1399195,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2018.01.18,1399227,OR10,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,20 
2018.01.18,1399261,OR10,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,46 
2018.01.18,1399286,OR10,DB20,코리아벨트,1000886,ILBAN B 72 INCH 내,4 
2018.01.19,1399458,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2018.01.19,1399576,OR10,DB20,한길산업,1000886,ILBAN B 72 INCH 내,10 
2018.01.22,1399736,OR10,DB10,승리상사(마산),1000886,ILBAN B 72 INCH 내,10 
2018.01.22,1399758,OR10,DB40,동일벨트사,1000886,ILBAN B 72 INCH 내,10 
2018.01.22,1399955,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2018.01.23,1400349,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,20 
2018.01.23,1400380,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2018.01.23,1400399,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,200 
2018.01.23,1400466,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.01.24,1400539,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,10 
2018.01.24,1400584,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.01.24,1400609,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,40 
2018.01.24,1400673,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,40 
2018.01.26,1401164,OR10,DB10,한국벨트산업기계,1000886,ILBAN B 72 INCH 내,10 
2018.01.26,1401267,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2018.01.26,1401317,OR10,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,20 
2018.01.26,1401395,OR10,DB20,흥진사,1000886,ILBAN B 72 INCH 내,3 
2018.01.26,1401409,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,5 
2018.01.27,1401476,OR10,DB20,코리아벨트,1000886,ILBAN B 72 INCH 내,5 
2018.01.29,1401690,OR10,DB30,동부베어링,1000886,ILBAN B 72 INCH 내,15 
2018.01.29,1401755,OR10,DB20,코리아벨트,1000886,ILBAN B 72 INCH 내,6 
2018.01.29,1401757,OR10,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,9 
2018.01.30,1401943,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,20 
2018.01.30,1402065,OR10,DB30,대한벨트,1000886,ILBAN B 72 INCH 내,20 
2018.01.30,1402120,OR10,DB20,(주)삼흥정밀화학,1000886,ILBAN B 72 INCH 내,10 
2018.01.31,1402521,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,60 
2018.01.31,1402551,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,20 
2018.01.31,1402579,EX10,OS10,PAN PERSIAN COMPANY,1005960,ILBAN B 72 INCH OHS EX,628 
2018.01.31,1402617,OR90,DB30,주식회사 동일벨트,1000886,ILBAN B 72 INCH 내,60 
2018.02.01,1402769,OR10,DB10,진성엔지니어링,1000886,ILBAN B 72 INCH 내,10 
2018.02.01,1402850,OR10,DB30,동부베어링,1000886,ILBAN B 72 INCH 내,15 
2018.02.01,1402855,OR10,DB40,동일종합테크,1000886,ILBAN B 72 INCH 내,6 
2018.02.01,1402899,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,20 
2018.02.01,1402930,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2018.02.01,1402953,OR10,DB30,동일특수고무벨트,1000886,ILBAN B 72 INCH 내,20 
2018.02.01,1403043,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.02.02,1403085,OR10,DB30,동일벨트상사,1000886,ILBAN B 72 INCH 내,460 
2018.02.02,1403150,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.02.02,1403216,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,40 
2018.02.02,1403220,OR90,DB30,동일벨트상사,1000886,ILBAN B 72 INCH 내,40 
2018.02.02,1403380,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2018.02.03,1403479,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,10 
2018.02.05,1403621,OR10,DB10,동일종합물산,1000886,ILBAN B 72 INCH 내,20 
2018.02.05,1403669,OR10,CS40,동일산업(제천),1000886,ILBAN B 72 INCH 내,20 
2018.02.05,1403750,OR10,DB10,동일상공사,1000886,ILBAN B 72 INCH 내,10 
2018.02.05,1403785,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,20 
2018.02.05,1403812,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2018.02.05,1403821,OR10,DB40,동아벨트㈜,1000886,ILBAN B 72 INCH 내,20 
2018.02.06,1403922,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2018.02.06,1403989,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.02.06,1404217,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.02.07,1404350,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2018.02.07,1404419,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,4 
2018.02.07,1404522,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,20 
2018.02.07,1404532,OR10,DB30,주식회사 동일벨트,1000886,ILBAN B 72 INCH 내,5 
2018.02.08,1404725,OR30,DB20,한길산업,1000886,ILBAN B 72 INCH 내,40 
2018.02.08,1404890,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,40 
2018.02.09,1404915,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2018.02.09,1404979,OR10,DB10,동일종합상사,1000886,ILBAN B 72 INCH 내,20 
2018.02.09,1405030,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2018.02.09,1405042,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,10 
2018.02.09,1405081,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2018.02.12,1405320,OR30,DB20,동일벨트산업 주식회사,1000886,ILBAN B 72 INCH 내,60 
2018.02.12,1405336,EX10,OS10,PAN PERSIAN COMPANY,1005960,ILBAN B 72 INCH OHS EX,555 
2018.02.12,1405354,OR10,DB10,부전상사(서면),1000886,ILBAN B 72 INCH 내,10 
2018.02.12,1405407,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.02.12,1405623,OR10,DB20,한길산업,1000886,ILBAN B 72 INCH 내,4 
2018.02.13,1405692,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2018.02.13,1405801,OR30,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,20 
2018.02.13,1405850,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,6 
2018.02.14,1406121,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,100 
2018.02.19,1406188,EX10,OS40,"DRB AMERICA, INC.",1005960,ILBAN B 72 INCH OHS EX,188 
2018.02.19,1406359,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,10 
2018.02.19,1406463,OR10,DB30,동일산업,1000886,ILBAN B 72 INCH 내,20 
2018.02.19,1406506,OR10,DB10,부전상사(서면),1000886,ILBAN B 72 INCH 내,10 
2018.02.20,1406536,OR10,DB40,(주)대동,1000886,ILBAN B 72 INCH 내,300 
2018.02.20,1406562,OR10,DB30,동일특수고무벨트,1000886,ILBAN B 72 INCH 내,20 
2018.02.20,1406626,OR10,DB30,동일종합상사(군산),1000886,ILBAN B 72 INCH 내,20 
2018.02.20,1406689,OR30,DB20,거성산업,1000886,ILBAN B 72 INCH 내,20 
2018.02.20,1406753,OR10,DB10,동일상공사,1000886,ILBAN B 72 INCH 내,20 
2018.02.20,1406795,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,5 
2018.02.20,1406903,OR30,DB20,흥진사,1000886,ILBAN B 72 INCH 내,20 
2018.02.22,1407398,OR10,DB20,한성상공(주),1000886,ILBAN B 72 INCH 내,3 
2018.02.22,1407524,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,3 
2018.02.22,1407614,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,80 
2018.02.22,1407696,OR30,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,20 
2018.02.23,1407766,OR30,DB20,화성물산,1000886,ILBAN B 72 INCH 내,20 
2018.02.23,1407786,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2018.02.23,1407828,OR30,DB20,주식회사 성보산업사,1000886,ILBAN B 72 INCH 내,20 
2018.02.23,1407832,OR30,DB20,태영산업사,1000886,ILBAN B 72 INCH 내,20 
2018.02.23,1407986,OR10,CS40,동일산업(제천),1000886,ILBAN B 72 INCH 내,20 
2018.02.26,1408093,OR10,DB20,(주)조일상공,1000886,ILBAN B 72 INCH 내,80 
2018.02.26,1408140,OR10,DB20,한길산업,1000886,ILBAN B 72 INCH 내,10 
2018.02.26,1408184,OR10,DB20,(주)조일상공,1000886,ILBAN B 72 INCH 내,12 
2018.02.26,1408202,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,6 
2018.02.26,1408268,OR10,DB20,흥진사,1000886,ILBAN B 72 INCH 내,2 
2018.02.26,1408290,OR10,DB20,코리아벨트,1000886,ILBAN B 72 INCH 내,3 
2018.02.26,1408334,OR30,DB20,범우통상,1000886,ILBAN B 72 INCH 내,20 
2018.02.26,1408346,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2018.02.26,1408371,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,3 
2018.02.26,1408390,OR10,DB20,코리아벨트,1000886,ILBAN B 72 INCH 내,10 
2018.02.26,1408457,OR10,DB10,승리상사(마산),1000886,ILBAN B 72 INCH 내,10 
2018.02.27,1408722,OR50,DB40,동일통상,1000886,ILBAN B 72 INCH 내,20 
2018.02.27,1408773,OR10,DB10,주식회사 동양알앤비,1000886,ILBAN B 72 INCH 내,10 
2018.02.28,1408890,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2018.02.28,1408936,OR10,DB10,한국벨트산업기계,1000886,ILBAN B 72 INCH 내,10 
2018.02.28,1408994,OR10,DB40,동일벨트총판,1000886,ILBAN B 72 INCH 내,30 
2018.03.01,1409192,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2018.03.02,1409241,OR10,DB30,동일종합상사(군산),1000886,ILBAN B 72 INCH 내,20 
2018.03.02,1409377,OR30,DB20,한성상공(주),1000886,ILBAN B 72 INCH 내,20 
2018.03.02,1409433,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2018.03.02,1409522,OR10,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,12 
2018.03.02,1409523,OR10,DB30,동일산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.02,1409538,OR30,DB20,한길산업,1000886,ILBAN B 72 INCH 내,40 
2018.03.02,1409546,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,6 
2018.03.02,1409584,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,10 
2018.03.02,1409690,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2018.03.03,1409726,OR30,DB20,화성물산,1000886,ILBAN B 72 INCH 내,20 
2018.03.05,1409777,OR10,DB10,승리상사(마산),1000886,ILBAN B 72 INCH 내,5 
2018.03.05,1409817,OR30,DB20,주식회사 성보산업사,1000886,ILBAN B 72 INCH 내,20 
2018.03.05,1409862,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.05,1409884,OR10,DB10,동일종합물산,1000886,ILBAN B 72 INCH 내,20 
2018.03.05,1409906,OR10,DB10,유일상사,1000886,ILBAN B 72 INCH 내,20 
2018.03.05,1410032,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,5 
2018.03.05,1410075,OR10,DB40,대경종합상사,1000886,ILBAN B 72 INCH 내,2 
2018.03.05,1410132,OR40,DB30,주식회사 동일벨트,1000886,ILBAN B 72 INCH 내,4 
2018.03.05,1410148,OR10,DB30,주식회사 동일벨트,1000886,ILBAN B 72 INCH 내,15 
2018.03.05,1410178,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,40 
2018.03.06,1410364,OR30,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.06,1410518,OR10,DB30,대한벨트,1000886,ILBAN B 72 INCH 내,20 
2018.03.06,1410695,OR30,DB20,거성산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.07,1410997,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,120 
2018.03.07,1411022,OR10,DB20,코리아벨트,1000886,ILBAN B 72 INCH 내,10 
2018.03.08,1411131,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2018.03.08,1411329,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,3 
2018.03.08,1411388,OR10,DB30,동일벨트(광주),1000886,ILBAN B 72 INCH 내,100 
2018.03.08,1411404,OR10,DB30,천안동일벨트,1000886,ILBAN B 72 INCH 내,20 
2018.03.08,1411434,OR50,DB40,동일통상,1000886,ILBAN B 72 INCH 내,10 
2018.03.08,1411456,SO50,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,40 
2018.03.08,1411471,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.09,1411683,OR30,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,20 
2018.03.09,1411690,OR10,DB30,주식회사 동일벨트,1000886,ILBAN B 72 INCH 내,20 
2018.03.09,1411705,OR50,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,5 
2018.03.09,1411835,OR30,DB20,한길산업,1000886,ILBAN B 72 INCH 내,40 
2018.03.10,1411907,OR10,DB30,주식회사 동일벨트,1000886,ILBAN B 72 INCH 내,5 
2018.03.12,1411983,EX10,OS10,HEERAK BANIJYALOY,1005960,ILBAN B 72 INCH OHS EX,120 
2018.03.12,1412011,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.12,1412055,OR30,DB20,태영산업사,1000886,ILBAN B 72 INCH 내,20 
2018.03.13,1412443,OR10,CS40,동일산업(제천),1000886,ILBAN B 72 INCH 내,10 
2018.03.13,1412521,OR10,DB30,동부베어링,1000886,ILBAN B 72 INCH 내,30 
2018.03.13,1412675,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,10 
2018.03.13,1412719,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,10 
2018.03.14,1412910,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,20 
2018.03.14,1412930,OR10,DB20,㈜한신R&B,1000886,ILBAN B 72 INCH 내,10 
2018.03.15,1413213,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2018.03.15,1413251,OR10,DB30,동일산업,1000886,ILBAN B 72 INCH 내,48 
2018.03.15,1413345,OR10,DB20,한길산업,1000886,ILBAN B 72 INCH 내,8 
2018.03.15,1413511,OR10,DB10,부전상사(서면),1000886,ILBAN B 72 INCH 내,20 
2018.03.15,1413512,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,30 
2018.03.15,1413520,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.16,1413734,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2018.03.16,1413821,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.16,1413833,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,3 
2018.03.19,1413914,OR30,DB20,동일벨트산업 주식회사,1000886,ILBAN B 72 INCH 내,60 
2018.03.19,1413960,OR10,DB30,동일특수고무벨트,1000886,ILBAN B 72 INCH 내,20 
2018.03.19,1414063,OR10,DB30,대한벨트,1000886,ILBAN B 72 INCH 내,10 
2018.03.19,1414087,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,2 
2018.03.19,1414087,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,8 
2018.03.19,1414107,OR50,DB40,동일통상,1000886,ILBAN B 72 INCH 내,60 
2018.03.19,1414379,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,4 
2018.03.20,1414488,OR10,DB10,동일종합상사,1000886,ILBAN B 72 INCH 내,20 
2018.03.20,1414497,OR10,DB30,(유)남원볼트공구백화점,1000886,ILBAN B 72 INCH 내,10 
2018.03.20,1414536,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.03.20,1414611,EX10,OS10,PAN PERSIAN COMPANY,1005960,ILBAN B 72 INCH OHS EX,315 
2018.03.20,1414766,EX10,OS10,PAN PERSIAN COMPANY,1005960,ILBAN B 72 INCH OHS EX,188 
2018.03.21,1415190,OR10,DB10,동일벨트(울산),1000886,ILBAN B 72 INCH 내,10 
2018.03.22,1415337,OR30,DB20,한길산업,1000886,ILBAN B 72 INCH 내,40 
2018.03.22,1415473,OR10,DB20,코리아벨트,1000886,ILBAN B 72 INCH 내,20 
2018.03.22,1415536,OR10,DB30,주식회사 동일벨트,1000886,ILBAN B 72 INCH 내,100 
2018.03.23,1415598,OR10,DB10,한국벨트산업기계,1000886,ILBAN B 72 INCH 내,10 
2018.03.23,1415677,OR10,CS40,동일산업(제천),1000886,ILBAN B 72 INCH 내,20 
2018.03.23,1415913,OR30,DB20,흥진사,1000886,ILBAN B 72 INCH 내,20 
2018.03.26,1415981,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,20 
2018.03.26,1416085,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,5 
2018.03.26,1416263,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2018.03.26,1416330,OR10,DB10,한양벨트상사(불가),1000886,ILBAN B 72 INCH 내,10 
2018.03.26,1416373,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.27,1416463,OR10,DB30,천안동일벨트,1000886,ILBAN B 72 INCH 내,10 
2018.03.27,1416469,OR30,DB20,제일산업사,1000886,ILBAN B 72 INCH 내,20 
2018.03.27,1416479,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2018.03.27,1416625,OR10,DB20,신우기업,1000886,ILBAN B 72 INCH 내,5 
2018.03.27,1416720,OR10,DB10,진성엔지니어링,1000886,ILBAN B 72 INCH 내,10 
2018.03.28,1417097,SO50,DB40,동일벨트사,1000886,ILBAN B 72 INCH 내,10 
2018.03.28,1417128,OR30,DB20,인왕산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.29,1417200,OR10,DB10,동일종합물산,1000886,ILBAN B 72 INCH 내,10 
2018.03.29,1417205,OR30,DB20,흥국종합상공사,1000886,ILBAN B 72 INCH 내,20 
2018.03.29,1417239,OR10,DB10,동일종합물산,1000886,ILBAN B 72 INCH 내,20 
2018.03.29,1417276,OR10,DB30,동일벨트상사,1000886,ILBAN B 72 INCH 내,60 
2018.03.29,1417276,OR10,DB30,동일벨트상사,1000886,ILBAN B 72 INCH 내,100 
2018.03.29,1417313,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2018.03.29,1417368,OR10,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,5 
2018.03.29,1417374,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,40 
2018.03.29,1417453,OR10,DB10,동일삼광산업,1000886,ILBAN B 72 INCH 내,40 
2018.03.30,1417672,OR10,DB10,동일종합상사,1000886,ILBAN B 72 INCH 내,8 
2018.03.30,1417684,OR30,DB20,거성산업,1000886,ILBAN B 72 INCH 내,20 
2018.03.30,1417710,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,20 
2018.04.02,1417859,OR30,DB20,㈜신흥알앤테크,1000886,ILBAN B 72 INCH 내,40 
2018.04.02,1417986,OR10,CS40,동일산업(제천),1000886,ILBAN B 72 INCH 내,10 
2018.04.02,1418087,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,20 
2018.04.02,1418139,OR10,DB10,성우상사,1000886,ILBAN B 72 INCH 내,10 
2018.04.02,1418172,OR10,DB30,대한벨트,1000886,ILBAN B 72 INCH 내,20 
2018.04.02,1418320,OR10,DB20,코리아벨트,1000886,ILBAN B 72 INCH 내,3 
2018.04.02,1418333,OR10,DB20,디알비유니온벨티노 주식회사,1000886,ILBAN B 72 INCH 내,20 
2018.04.02,1418338,OR10,DB30,동부베어링,1000886,ILBAN B 72 INCH 내,10 
2018.04.02,1418350,OR10,DB10,동일상공사,1000886,ILBAN B 72 INCH 내,10 
2018.04.02,1418403,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,30 
2018.04.03,1418497,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,10 
2018.04.03,1418551,OR10,DB20,(주) 신흥폴리테크,1000886,ILBAN B 72 INCH 내,5 
2018.04.03,1418678,OR10,DB30,주식회사 동일인더스트리,1000886,ILBAN B 72 INCH 내,10 
2018.04.03,1418794,OR50,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,20 
2018.04.03,1418803,OR30,DB20,태영산업사,1000886,ILBAN B 72 INCH 내,20 
2018.04.04,1418882,OR30,DB20,거성산업,1000886,ILBAN B 72 INCH 내,20 
2018.04.04,1418985,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,80 
2018.04.04,1418993,OR10,DB40,동일벨트㈜,1000886,ILBAN B 72 INCH 내,10 
2018.04.04,1419057,OR50,DB40,㈜ 동일,1000886,ILBAN B 72 INCH 내,2 
2018.04.04,1419064,OR10,DB10,동일종합물산,1000886,ILBAN B 72 INCH 내,20 
2018.04.04,1419141,EX10,OS10,PAN PERSIAN COMPANY,1005960,ILBAN B 72 INCH OHS EX,603 
2018.04.04,1419177,OR10,DB20,한길산업,1000886,ILBAN B 72 INCH 내,1 
2018.04.04,1419214,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,5 
2018.04.04,1419225,OR10,DB40,동일통상,1000886,ILBAN B 72 INCH 내,80 
